遊戲名稱,期別,開獎日期,銷售總額,銷售注數,總獎金,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,第二區
威力彩,97000001,2008/01/24,113596500,1135965,56798250,03,04,16,18,36,37,02
威力彩,97000002,2008/01/28,85451400,854514,78993928,02,14,15,16,28,29,08
威力彩,97000003,2008/01/31,82512400,825124,103547186,06,09,11,13,19,23,02
威力彩,97000004,2008/02/04,90771400,907714,113152430,02,06,10,18,23,26,05
威力彩,97000005,2008/02/07,345717400,3457174,468664347,06,20,26,33,34,35,05
威力彩,97000006,2008/02/11,434712900,4347129,623715092,02,04,11,22,23,25,08
威力彩,97000007,2008/02/14,347621000,3476210,648760380,07,13,28,33,35,38,06
威力彩,97000008,2008/02/18,338073300,3380733,724391750,05,07,15,28,35,37,06
威力彩,97000009,2008/02/21,369666900,3696669,822146000,01,20,22,23,29,38,03
威力彩,97000010,2008/02/25,352631600,3526316,926170604,09,15,16,34,36,37,05
威力彩,97000011,2008/02/28,308317600,3083176,1015962766,06,13,16,29,33,36,04
威力彩,97000012,2008/03/03,312085300,3120853,1037124610,13,14,24,25,26,35,03
威力彩,97000013,2008/03/06,336802500,3368025,1147117769,08,11,22,26,34,36,08
威力彩,97000014,2008/03/10,93157700,931577,46578850,06,07,11,19,22,25,06
威力彩,97000015,2008/03/13,97466600,974666,77704061,02,05,11,15,23,24,05
威力彩,97000016,2008/03/17,90644900,906449,104473186,06,10,18,19,22,24,08
威力彩,97000017,2008/03/20,99115400,991154,116396320,03,14,21,25,32,36,06
威力彩,97000018,2008/03/24,93613800,936138,144363011,01,02,07,11,26,36,05
威力彩,97000019,2008/03/27,91193100,911931,172122672,01,05,16,22,31,36,05
威力彩,97000020,2008/03/31,78698700,786987,195368818,09,18,19,25,27,32,06
威力彩,97000021,2008/04/03,86810500,868105,224246004,03,08,09,10,17,28,05
威力彩,97000022,2008/04/07,87020700,870207,251891570,16,19,20,24,32,37,04
威力彩,97000023,2008/04/10,90004400,900044,281069799,24,25,26,33,36,37,02
威力彩,97000024,2008/04/14,87391200,873912,320260686,05,17,18,28,32,37,03
